extraction_time,video_id,title,publish_date,view_count,like_count,comment_count
2025-10-05 20:50:18,k64goYZL69E,Cast Members With No Loyalty To Their Teams 😵 🔪 Wild 'N Out,2025-10-05T16:01:14Z,4232,382,30
2025-10-05 20:50:21,k64goYZL69E,Cast Members With No Loyalty To Their Teams 😵 🔪 Wild 'N Out,2025-10-05T16:01:14Z,4248,382,30
2025-10-05 20:50:45,k64goYZL69E,Cast Members With No Loyalty To Their Teams 😵 🔪 Wild 'N Out,2025-10-05T16:01:14Z,4258,384,30
